date,ety_open_price,bnd_open_price
1950-01-03,16.65999984741211,
1950-01-04,16.850000381469727,
1950-01-05,16.93000030517578,
1950-01-06,16.979999542236328,
1950-01-09,17.079999923706055,
1950-01-10,17.030000686645508,
1950-01-11,17.09000015258789,
1950-01-12,16.760000228881836,
1950-01-13,16.670000076293945,
1950-01-16,16.719999313354492,
1950-01-17,16.860000610351562,
1950-01-18,16.850000381469727,
1950-01-19,16.8700008392334,
1950-01-20,16.899999618530273,
1950-01-23,16.920000076293945,
1950-01-24,16.860000610351562,
1950-01-25,16.739999771118164,
1950-01-26,16.729999542236328,
1950-01-27,16.81999969482422,
1950-01-30,17.020000457763672,
1950-01-31,17.049999237060547,
1950-02-01,17.049999237060547,
1950-02-02,17.229999542236328,
1950-02-03,17.290000915527344,
1950-02-06,17.31999969482422,
1950-02-07,17.229999542236328,
1950-02-08,17.209999084472656,
1950-02-09,17.280000686645508,
1950-02-10,17.239999771118164,
1950-02-14,17.059999465942383,
1950-02-15,17.059999465942383,
1950-02-16,16.989999771118164,
1950-02-17,17.149999618530273,
1950-02-20,17.200000762939453,
1950-02-21,17.170000076293945,
1950-02-23,17.209999084472656,
1950-02-24,17.280000686645508,
1950-02-27,17.280000686645508,
1950-02-28,17.219999313354492,
1950-03-01,17.239999771118164,
1950-03-02,17.229999542236328,
1950-03-03,17.290000915527344,
1950-03-06,17.31999969482422,
1950-03-07,17.200000762939453,
1950-03-08,17.190000534057617,
1950-03-09,17.06999969482422,
1950-03-10,17.09000015258789,
1950-03-13,17.1200008392334,
1950-03-14,17.25,
1950-03-15,17.450000762939453,
1950-03-16,17.489999771118164,
1950-03-17,17.450000762939453,
1950-03-20,17.440000534057617,
1950-03-21,17.450000762939453,
1950-03-22,17.549999237060547,
1950-03-23,17.559999465942383,
1950-03-24,17.559999465942383,
1950-03-27,17.459999084472656,
1950-03-28,17.530000686645508,
1950-03-29,17.440000534057617,
1950-03-30,17.299999237060547,
1950-03-31,17.290000915527344,
1950-04-03,17.530000686645508,
1950-04-04,17.549999237060547,
1950-04-05,17.6299991607666,
1950-04-06,17.780000686645508,
1950-04-10,17.850000381469727,
1950-04-11,17.75,
1950-04-12,17.940000534057617,
1950-04-13,17.979999542236328,
1950-04-14,17.959999084472656,
1950-04-17,17.8799991607666,
1950-04-18,18.030000686645508,
1950-04-19,18.049999237060547,
1950-04-20,17.93000030517578,
1950-04-21,17.959999084472656,
1950-04-24,17.829999923706055,
1950-04-25,17.829999923706055,
1950-04-26,17.760000228881836,
1950-04-27,17.860000610351562,
1950-04-28,17.959999084472656,
1950-05-01,18.219999313354492,
1950-05-02,18.110000610351562,
1950-05-03,18.270000457763672,
1950-05-04,18.1200008392334,
1950-05-05,18.219999313354492,
1950-05-08,18.270000457763672,
1950-05-09,18.270000457763672,
1950-05-10,18.290000915527344,
1950-05-11,18.290000915527344,
1950-05-12,18.18000030517578,
1950-05-15,18.260000228881836,
1950-05-16,18.440000534057617,
1950-05-17,18.520000457763672,
1950-05-18,18.559999465942383,
1950-05-19,18.68000030517578,
1950-05-22,18.600000381469727,
1950-05-23,18.709999084472656,
1950-05-24,18.690000534057617,
1950-05-25,18.690000534057617,
1950-05-26,18.670000076293945,
1950-05-29,18.719999313354492,
1950-05-31,18.780000686645508,
1950-06-01,18.770000457763672,
1950-06-02,18.790000915527344,
1950-06-05,18.600000381469727,
1950-06-06,18.8799991607666,
1950-06-07,18.93000030517578,
1950-06-08,19.139999389648438,
1950-06-09,19.260000228881836,
1950-06-12,19.399999618530273,
1950-06-13,19.25,
1950-06-14,18.979999542236328,
1950-06-15,18.93000030517578,
1950-06-16,18.969999313354492,
1950-06-19,18.920000076293945,
1950-06-20,18.829999923706055,
1950-06-21,19.0,
1950-06-22,19.15999984741211,
1950-06-23,19.139999389648438,
1950-06-26,18.110000610351562,
1950-06-27,17.90999984741211,
1950-06-28,18.110000610351562,
1950-06-29,17.440000534057617,
1950-06-30,17.690000534057617,
1950-07-03,17.639999389648438,
1950-07-05,17.809999465942383,
1950-07-06,17.90999984741211,
1950-07-07,17.670000076293945,
1950-07-10,17.59000015258789,
1950-07-11,17.31999969482422,
1950-07-12,16.8700008392334,
1950-07-13,16.690000534057617,
1950-07-14,16.8700008392334,
1950-07-17,16.68000030517578,
1950-07-18,17.059999465942383,
1950-07-19,17.360000610351562,
1950-07-20,17.610000610351562,
1950-07-21,17.59000015258789,
1950-07-24,17.479999542236328,
1950-07-25,17.229999542236328,
1950-07-26,17.270000457763672,
1950-07-27,17.5,
1950-07-28,17.690000534057617,
1950-07-31,17.84000015258789,
1950-08-01,18.020000457763672,
1950-08-02,17.950000762939453,
1950-08-03,17.989999771118164,
1950-08-04,18.139999389648438,
1950-08-07,18.40999984741211,
1950-08-08,18.459999084472656,
1950-08-09,18.610000610351562,
1950-08-10,18.479999542236328,
1950-08-11,18.280000686645508,
1950-08-14,18.290000915527344,
1950-08-15,18.31999969482422,
1950-08-16,18.34000015258789,
1950-08-17,18.540000915527344,
1950-08-18,18.68000030517578,
1950-08-21,18.700000762939453,
1950-08-22,18.68000030517578,
1950-08-23,18.81999969482422,
1950-08-24,18.790000915527344,
1950-08-25,18.540000915527344,
1950-08-28,18.530000686645508,
1950-08-29,18.540000915527344,
1950-08-30,18.43000030517578,
1950-08-31,18.420000076293945,
1950-09-01,18.549999237060547,
1950-09-05,18.68000030517578,
1950-09-06,18.540000915527344,
1950-09-07,18.59000015258789,
1950-09-08,18.75,
1950-09-11,18.610000610351562,
1950-09-12,18.8700008392334,
1950-09-13,19.09000015258789,
1950-09-14,19.18000030517578,
1950-09-15,19.290000915527344,
1950-09-18,19.3700008392334,
1950-09-19,19.309999465942383,
1950-09-20,19.209999084472656,
1950-09-21,19.3700008392334,
1950-09-22,19.440000534057617,
1950-09-25,19.420000076293945,
1950-09-26,19.139999389648438,
1950-09-27,19.40999984741211,
1950-09-28,19.420000076293945,
1950-09-29,19.450000762939453,
1950-10-02,19.690000534057617,
1950-10-03,19.65999984741211,
1950-10-04,20.0,
1950-10-05,19.889999389648438,
1950-10-06,20.1200008392334,
1950-10-09,20.0,
1950-10-10,19.780000686645508,
1950-10-11,19.860000610351562,
1950-10-13,19.850000381469727,
1950-10-16,19.709999084472656,
1950-10-17,19.889999389648438,
1950-10-18,20.010000228881836,
1950-10-19,20.020000457763672,
1950-10-20,19.959999084472656,
1950-10-23,19.959999084472656,
1950-10-24,20.079999923706055,
1950-10-25,20.049999237060547,
1950-10-26,19.610000610351562,
1950-10-27,19.770000457763672,
1950-10-30,19.610000610351562,
1950-10-31,19.530000686645508,
1950-11-01,19.559999465942383,
1950-11-02,19.729999542236328,
1950-11-03,19.850000381469727,
1950-11-06,19.360000610351562,
1950-11-08,19.559999465942383,
1950-11-09,19.790000915527344,
1950-11-10,19.940000534057617,
1950-11-13,20.010000228881836,
1950-11-14,19.860000610351562,
1950-11-15,19.81999969482422,
1950-11-16,19.719999313354492,
